appid,developers,publishers
1128430,Creobit,8floor
288160,Fireproof Games,Fireproof Games
997050,RedHentai,RedHentai
373750,Daniele Ferraro,Plug In Digital
1902820,Shiba Neko,Shiba Neko
766650,dfree,VR-Reel Media
1602010,"Arc System Works,ATLUS",SEGA
2062330,AstroMonkey,AstroMonkey
1087500,Tequila Works,Sony Pictures Virtual Reality
1283220,Flying Wild Hog,Devolver Digital
1584800,Nimos Games,Nimos Games
1585590,"VR design Åsa Egnér, Modelling Evermotion, Carolina Ask,,Programming Johnny Nyman Softwarehut,Character modelling Peter Flygenring Toft,Pianist Jonathan Sersam Sound Hans Nilsson Joar Löfberg Dancer Osama Al Shihabi,Motion Capture HumLabb, Lunds Universitet Video David Blomquist Yoga Michaela Tellenmark Physiotherapy Ulrika Björck, Caroline Dahlberg Oliver Lindman Credit: Theis Madsen MD&CEO CopenRealityApS",VirtualRehabART4Health
917710,Sevo Tech,Sevo Tech
1825050,Chill,Chill
459260,Pompaduo,Pompaduo
429530,Microprose,Retroism
1040590,Village Bench,Village Bench
1125930,SOLIDS Studio,SOLIDS Studio
393390,"Funny Games Group,Catstudio",Funny Games Group
986990,Blender Games,Blender Games
200960,Spiderweb Software,Spiderweb Software
828410,CentVire,CentVire
739960,Australian Broadcasting Corporation,Australian Broadcasting Corporation
457370,Dharker Studio,Dharker Studios Ltd
910210,ON Reality lab.,ON Reality lab.
1347420,Cotton Game,Cotton Game
844180,Smash The Code,Smash The Code
343770,Enzo Whyte,Enzo Whyte
1027550,Denki Gaka,Denki Gaka
1502160,11PLANNING,11PLANNING
886290,Beyond Games,Beyond Games
252470,MinMax Games Ltd.,MinMax Games Ltd.
1219950,Hamsters Gaming,Hamsters Gaming
446470,Little Freedom Factory,United Independent Entertainment
405010,varlamov5264,varlamov5264
800640,Proto Dome Productions,Proto Dome Productions
1936190,EntwicklerX,EntwicklerX
1328500,vfjekgd,vfjekgd
1463500,Selfparadise,Selfparadise
1846060,Mehmet A. Candak,Avocado
678820,Rotatipyra,New Reality Games
856060,闪金游戏,闪金游戏
1969320,SQRT3,GameHouse
1064900,Augmade Ltd,Augmade Ltd
436560,Industry Games,Industry Games
1736400,ViewApp,Aerosoft GmbH
1072170,"Siddharth Jain,Cameron Marion",I.E.D Games
2002110,unknown,unknown
1954650,Roley Games,Roley Games
1447970,Greenlynx,Greenlynx
1759650,"Q.B.Q.F MULTIMEDIA CO.,LTD.","Q.B.Q.F MULTIMEDIA CO.,LTD."
1101050,Jamie Mulvaney,Jamie Mulvaney
485330,"Nostalgia Hound,PiGravity",Back To Basics Gaming
63660,Cyan Worlds Inc,Cyan Worlds Inc
1896770,Shameed Job,Shameed Job
1562920,"fumi,room 6",PQube
1901560,Game Mixer,Alawar Entertainment
853300,"Oh, a Rock! Studios","Oh, a Rock! Studios"
1957080,ChaniMK,ChaniMK
515570,Walter Machado,Walter Machado
552500,Fatshark,Fatshark
1319720,"Dennel Cake, LLC.","Dennel Cake, LLC."
1062680,"Remaster Development Team,Tommy Yoder,Sam Robinson,Kit Gardner,Holly Gardner,Jennifer Greenwood,Jason Runkel,Rebecca Narcho,Tony Gonzales,Abinadi Cordova,School Project Development Team,Lauren Vandervennet,Caresa Batten,Dalton Harvey,Sam Robinson,Tommy Yoder",Renecade
1125250,Slippy Floor,Slippy Floor
1551110,Dmitri Lowell,Dmitri Lowell
485150,MAGIX Software GmbH,MAGIX Software GmbH
1071610,AFOA Theatre,AFOA Theatre
1626900,Ahegao Games,Ahegao Games
412010,MobyDick Games,Scherrer Medien GmbH
1655050,"André Facchinetti,Rafael Rios",Beonin
689680,Revoked Studio,Revoked Studio
941120,Protoria Studios,Protoria Studios
1501490,Aleksandr Turkin,Aleksandr Turkin
1281990,"Aaron W. Calhoun,Noah W. Calhoun",Self
1470120,Sato Fumiya,Sato Fumiya
757820,gFaUmNe,gFaUmNe
1570210,unknown,unknown
1815440,Lawliet,Lawliet
1827680,枝江梦游社,枝江梦游社
562410,Animu Game,Animu Game
909500,2AM(熬夜工作室),2AM(熬夜工作室)
1207480,Sokpop Collective,Sokpop Collective
91800,Bacon Wrapped Games,NinjaBee
1924380,Nickolas Machado,Nickolas Machado
1587610,Vitok,Vitok
683070,"Tyler Paulley,Devin Rataiczak",Tyler Paulley
1654730,Andrea Di Mambro,Andrea Di Mambro
1841710,Dnovel,Dnovel
294710,Humongous Entertainment,"Humongous Entertainment,Nightdive Studios"
1493730,SuperWriter,SuperWriter
465930,Indievision,Indievision
1575160,"Lauri Glad,Heikki Paulaharju,Antti Kokko,Antti Pösö,Bump Nasties",Wondernoir Games
262650,BrainDistrict,BrainDistrict
1374890,Trailblazer Games,Trailblazer Games
406400,The Net Champs,The Net Champs
771810,Retro Army Limited,paulstephendavis
1578170,Brytag Creative LLC,Brytag Creative LLC
2010870,Uzura Studio,Uzura Studio
617640,Critical Forge,Critical Forge
322110,"Batterystaple Games,Fire Hose Games",Batterystaple Games
446540,Nomad Games,Nomad Games
1918750,unknown,unknown
1139090,abramedia,United Independent Entertainment
666940,Siberian Mouse,Siberian Mouse
458580,Psytec Games Ltd,Psytec Games Ltd
8880,Irrational Games,2K
1311660,The Cat Hive Developers,The Cat Hive Developers
887440,FireSine LLC,FireSine LLC
1514430,Danger Rat Ltd,Danger Rat Ltd
1552490,Twin-Stick,Twin-Stick
1681990,FK Digital,Flyhigh Works
303860,Isotope 244 LLC,Isotope 244 LLC
425770,Penny McDonald,Say Again Studio
1622980,"Neal Schweighart,Evan Schweighart","Neal Schweighart,Evan Schweighart"
449520,Rainbow Games,Rainbow Games
951320,ELECTROSTALIN ENTERTAINMENT,ELECTROSTALIN ENTERTAINMENT
401800,Pixeljam,Pixeljam
899090,FENGYAPING,FENGYAPING
703200,Wix Games,unknown
716260,MIROWIN,MIROWIN
1641370,Bennett Shingledecker,Bennett Shingledecker
1840490,Puppet Combo,Puppet Combo
1667210,Phoenixxx Games,Phoenixxx Games
594650,Crytek,Crytek
1370980,Aurora,Aurora
995920,Eipix Entertainment,Big Fish Games
1976490,Marshmallow Hammer,DigiPen Institute of Technology
1417740,Amit Chai,WingsGames
2069280,unknown,unknown
1192940,Robin Vencel,Pencilkids Ltd.
725020,Alain Perrin,Alain Perrin
724090,Alfa Dynasty,Alfa Dynasty
552770,Wolf In Motion Ltd,Wolf In Motion Ltd
432590,VolumeUp Studios,VolumeUp Studios
1725640,Devcats,Devcats
305740,ILIKESCIFI Games,ILIKESCIFI Games
640860,Mountainwheel Games,Mountainwheel Games
1106940,Sweet & Tea,Sekai Project
2073370,June,June
1582090,Minimol Games,Minimol Games
336380,Colonthree Enterprises,Colonthree Enterprises
1700920,No Code Needed,No Code Needed
1400290,Chilla's Art,Chilla's Art
553780,PolarityFlow,PolarityFlow
365500,undef,undef
303940,"Adam Saltsman,Robin Arnott",Finji
1027790,XOAProductions,XOAProductions
1914470,Black Hole,Black Hole
389330,"Raylight srl,Visual Impact",Funbox Media Ltd
1972880,Young M. Kim,Young M. Kim
416450,Pixel Federation,Pixel Federation
1723790,Love Game HK,Love Game HK
1645770,GreQu,GreQu
223450,][ Games Inc,Shawn McGrath
1385780,Papucs Games,Papucs Games
1886700,黑猫曲奇-black cat cookie,黑猫曲奇-black cat cookie
1122040,Moyashi Research Institute,DLsite
1599080,cream,cream
756890,Armando Rodrigues,ArsolidGames
1056570,Primula,pencil
276870,Rasmus Ljunggren,Dancing Devils
824250,God As A Cucumber,God As A Cucumber
1023310,Thomas Scholl,virtuell werk
707920,Mugle Studio,Mugle Studio
1327260,SRR_GAMES,SRR_GAMES
382990,unknown,unknown
1622080,Loren Logic,Loren Logic
1422080,PageBoy,PageBoy
1553230,GidAzGames,GidAzGames
501970,Sierra,Activision
450110,GuidiGermano,GuidiGermano
1287860,"Salmon Raws, LLC.","Salmon Raws, LLC."
838160,JLS Softworks,JLS Softworks
1490840,"Wales Interactive,Good Gate Media,Wayout Pictures,Posterity Entertainment",Wales Interactive
1213870,KK Games,KK Games
700270,"Dataweb, Inc.","Dataweb, Inc."
878250,Flat Cat Games,Flat Cat Games
1978800,"AQ2World Team,TNG Team,A-Team (Akimbo)",AQ2World Team
1735600,whitebox,whitebox
1178130,绅士游戏工坊,绅士游戏工坊
1657720,unknown,unknown
1347350,221 Games,221 Games
1204440,Cat Floor Studio,Cat Floor Studio
1767180,"Beshu,GoldfishFlap",Beshu
253190,Reverie World Studios,unknown
837790,Mzonestudio,Microïds Indie
358290,Moonlite Software,3D Realms (Apogee Software)
705920,Tobop Productions,Tobop Productions
1025510,HexWar Games,HexWar Games
755820,Eridanus Studio,Eridanus Studio
1703460,wow wow Games,wow wow Games
1019730,Niemi Bros Entertainment,Niemi Bros Entertainment
2022600,unknown,unknown
1534930,Workyrie Game Studio,Workyrie Game Studio
484990,BeehiveBob,BeehiveBob
1469830,Ed Mulvey,Ed Mulvey
1134190,Demmy Mangusso,Demmy Mangusso
1611850,雪見いつか,Ningbing Games
1265930,Deck Nine,Square Enix
1369990,WU HAN SHI JIE YOU YUAN DIAN ZI SHANG WU YOU XIAN GONG SI,WU HAN SHI JIE YOU YUAN DIAN ZI SHANG WU YOU XIAN GONG SI
2065180,Overlord Empire LLC,Overlord Empire LLC
990360,Mandragora,Mandragora
1196160,"Blackpixel Studio,YS Interactive","Zeppelin Entertainment,Plug In Digital"
1969830,Thomas K Young,Thomas K Young
361630,Retro Yeti Games,Retro Yeti Games
1673720,"Alexandria Lin,Arlene Chen",Frostack Games
715430,Slayers' Stronghold Studios,Slayers' Stronghold Studios
930630,"Soma Games,Clopas LLC",Soma Games
368880,"Caipirinha Games,DevQ1",Libredia
1125690,CADs Soft Studios,CADs Engineering GmbH
1688250,Broken Desk,Broken Desk
335830,Blazing Griffin,Blazing Griffin
1928790,iAppsBeats,iAppsBeats
1446960,StarSystemStudios,StarSystemStudios
1641460,unknown,unknown
553480,"T.F. Wright,Volkenfox",FoxWright Productions
847670,Lupara Studios,Lupara Studios
1196890,CRGames,CRGames
816730,ZREALITY GmbH,ZREALITY GmbH
1198050,Flight School Studio,MWM Interactive
1293510,Zeiva Inc,Zeiva Inc
369290,Big Fat Simulations Inc.,Big Fat Simulations Inc.
764500,EncoderX,EncoderX
751820,SUPERSCARYSNAKES,"Good Shepherd Entertainment,Surefire.Games"
1618270,unknown,unknown
1423270,AK Studio,AK Studio
1383990,Eternity Studios,Eternity
1861100,光驱游戏,光驱游戏
1622340,Ambitious Games,Ambitious Games
1841030,Frogwares,Frogwares
1570980,Droid Productions,Flexible Media
750080,dev4play,dev4play
1218440,Kedexa,Kedexa
411590,"TLR Games,pequeño salto mortal",TLR Games
740350,Up All Night Games,Up All Night Games
1504550,绿野,电钮组
1498400,Boogygames Studios,Boogygames Studios
1509530,"KUROIROGEMUSU,K.K","KUROIROGEMUSU,K.K"
1091640,Crystal Game Works,Crystal Game Works
1778710,unknown,unknown
1756080,Limitcore.studio,Limitcore.studio
524600,Blue Tea Games,Big Fish Games
717830,Side Group,Side Group
611320,FelGC.GamesDevelopment,FelGC.GamesDevelopment
1027130,Whirlpool,Sekai Project
1501540,BrightFox,BrightFox
1012720,meokigame,meokigame
444440,3100 games,3100 games
1259230,ehmprah,ehmprah
597640,Iron Helmet Games,Iron Helmet Games
504670,Faria,Faria
532090,John Wizard,John Wizard
1586850,GuiltyEva,GuiltyEva
631770,Empyrean,Empyrean
1847990,Pirates Of The Digital Sea,Pirates Of The Digital Sea
1818530,unknown,unknown
795120,Kormishenkov Anton,Kormishenkov Anton
1434610,Capitanos,Capitanos
831790,"Skobbejak Games,Skermunkel","Skermunkel,Skobbejak Games"
1248350,Nyanco Channel,Nyanco Channel
1468250,Petit Fabrik,Petit Fabrik
876480,Johnny Ostad,Johnny Ostad
1773890,"Anatoliy Loginovskikh,Аlexandr Telminov",Anatoliy Loginovskikh
1328920,dieselmine,Kagura Games
674890,Rahmat Nata Djaja,Rahmat Nata Djaja
749850,Toydea Inc.,Toydea Inc.
680390,MegaFun Games Ltd.,Oasis Games
305640,Kitfox Games,Kitfox Games
1484730,Old Apes,Old Apes
1026370,PeasSoft,Sol Press
1721990,Drunken Angel Entertainment,Drunken Angel Entertainment
890630,ProudMom Games,Vandalia Softworks
1125290,aiwra team,aiwra team
557330,Nullray Gaming,Nullray Gaming
1343680,Creobit,8floor
1389190,2xDal,2xDal
1371700,Magic Pie,Magic Pie
668550,Rootless Studio,NEOWIZ
570050,"Moss Co., Ltd.",UFO Interactive Games
1106200,"Yuliya Kozhemyako,Margarita Skomorokh",IBORG
730700,Mavenmob,Mavenmob
717840,Dunfan Lu,Dunfan Lu
1851640,"Cristian Manolachi,Atomic Fabrik","Atomic Fabrik,Cristian Manolachi"
574160,G.rev Ltd.,"Komodo,KADOKAWA CORP."
834340,Pippala Games,Pippala Games
787950,Bitlexia,Bitlexia
1144440,SekaiFrieden,SekaiFrieden
476600,"Sledgehammer Games,Raven Software",Activision
773650,Apillo,Apillo
1356760,"Game Refuge,Galloping Ghost Productions",Galloping Ghost Productions
203160,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Nixxes","Square Enix,Feral Interactive (Mac)"
598050,Daily Magic Productions,Big Fish Games
1867590,Robot Legs Games,Robot Legs Games
1469620,Matt Roszak,Matt Roszak
1655250,Horny69Team,Horny69Team
1463870,Egutidze,My Way Games
755040,遊戲人,遊戲人
532750,Lithic Entertainment Inc.,Lithic Entertainment Inc.
990020,Mr.Prinz,RPG-Stars
1718020,"Electronic Revolution Studios, LLC","Electronic Revolution Studios, LLC"
1968140,"Pax Breslaw,Sergee","Pax Breslaw,Sergee"
1601830,No Bloat Studios,No Bloat Studios
1452910,Innominatum Digital,Innominatum Digital
1411490,Syed Abdullah Shah,Syed Abdullah Shah
1708610,Zoo Corporation,Zoo Corporation
1953970,Mandinga,Mandinga
65930,2K Marin,2K
924200,WeAreFactory,CoffeinPoweredGames
293340,immersionFX,Iceberg Interactive
945140,"Egor Magurin,Shilov",Indovers Studio
705930,shenzhen YuHui Technologyco.LTD,shenzhen YuHui Technologyco.LTD
465900,AMAX Interactive,Big Fish Games
1231530,SpiritElder,SpiritElder
1167640,Art Interactive,Roman Loznevoy
562220,Quiet River,Quiet River
783890,TheElvenTale Games,TheElvenTale Games
1831960,FW2C.COM,FW2C.COM
1174260,Rubber Garden,Rubber Garden
975800,Diamond Cats Studio,Diamond Cats Studio
420500,Arcane Four Studios,Arcane Four Studios
1262770,Orangepixel,Orangepixel
337890,Dischan Media,Dischan Media
1722020,STP WORKS,STP WORKS
995700,Sabrina Aridi,Sabrina Aridi
